paperID;studyID;effectID;doi;Author;studyTitle;pubYear;journalH5;citations;source;published;possibleCOI;requestsNotes;notes;gameName;gameTheme;Game_complexity;useMeta;reasonUseMeta;focal;design;randomization;predictedDirection;nTotal;nMale;nFemale;nExp;nCtrl;mExp;mCtrl;sdExp;sdCtrl;seExp;seCtrl;sampleRestricted;meanAge;ageGroup;sampleDescription;controlsActive;Controls_string;controlsText;contrast;items;F;t;chiSq;r;beta;B;otherES;df1;df2;pReported;dReported;interventionDuration(m);interventionDurationString;InterventionDurText;posttestDelay(day);posttestDelayString;posstestDelayText;Attitudes_theme;Att_type_exp_imp;explicitMeasure;explicitMeasure_description;implicitMeasure;implicitMeasure_description;compensation;inLabAdministration;controlledGameplay;gamegenre;gamegenrespecific;relevance_persuasion;relevance_persuasion_note;persuasive_mechanic;Commercial;Culture;;
11;1;2;https://doi.org/10.1080/10494820.2015.1135469;Greer, Lin & Atkinson;"Using a computer game to teach school-aged children about
asthma";2016;38;8;1;1;0;;attitudes towards asthma;Quest for the Code;asthma;2;1;;1;1;1;1;155;74;81;78;77;4.12;4.03;0.46;0.44;;;1;14.54;secondary school;"We reached out 317 potential children from four different middle schools in the greater Phoenix
metropolitan area in the United States for participants’ recruitment. These middle schools students
were in regular education classrooms and either in sixth, seventh, or eighth grade (age ranging
from 11 to 15). A total of 136 children were excluded from the study due to the fact that (a) they
were younger than 13 years old and/or identified as having asthma by either a parent or him/
herself, and (b) permission letters were not obtained from children’s parents. Twenty-four participating
children were further excluded due to the loss of their data. As a result, the final sample included
155 children (81 girls and 74 boys). Their average age was 14.54 (standard deviation = 0.84).";1;game diff mechanic;another game not related to asthma;game about asthma vs game not about asthma;15;7.81;;;;;;;1;152;0.006;;100;Long;"The protocol of the study required the children to complete a
pretest (including the demographic questionnaire, the knowledge quiz, and the attitude questionnaire)
in Week 1, to play Quest for the Code™or the alternative computer game in Week 2 and 3, and to complete
a posttest (including the knowledge quiz and the attitude questionnaire) in Week 4. Four weeks
later, the children completed a follow-up test (including the knowledge quiz and the attitude questionnaire)
to determine if gains in knowledge and attitude were retained (Week 8). Therefore, the study
was conducted over the course of eight weeks in five sessions with 45 to 55 minutes for each session.";35;long;4 weeks later after the posttest;Health;1;Likert;Asthma Attitude Questionnaire - 6-point Likert;;;;1;1;adventure;adventure;1;"Game not available anymore - according to paper The game uses a question and answer format to convey important concepts about asthma and rewards players with points for selecting correct answers. Players receive verbal feedback on answers that reinforce correct concepts. The player earns a piece of the code by getting a specified
number of answers correct in each of the seven subsections. If a piece of the code is not earned
because too many questions are answered incorrectly, the player has to replay that subsection of
the game until they have mastered the content.";Reward systém;0;USA;;
12;1;1;DOI 10.1108/00070701311331481;Quick et al.;"Ninja Kitchen to the rescue
Evaluation of a food safety education game
for middle school youth";2013;40;15;1;1;1;possibly developers of the game;attitudes towards food safety;Ninja Kitchen;food safety;3;1;;1;1;1;-1;1268;634;634;903;365;4.32;4.48;;;0.03;0.04;1;;secondary school;"total of 1,268 participants who completed at least one of the test administrations. Many
participants completed all three test administrations (33 percent) or at least two
administrations (42.3 percent). Study participants were a convenience sample of middle school (grades 6-8) children
from two states who were enrolled in Family and Consumer Science classes during the
2011/2012 school year.";0;nothing;only tests;game vs no game;5;;;;;;;;;;0.211;;30;Medium;not mentioned, the game itself can be easily for more than 30 minutes;7;short;"The
experimental group participants completed the pretest, and approximately one week
later played the Ninja Kitchen game. About one week after this, they took the posttest,
and about another week after the posttest took the follow-up test.0";Health;1;Likert;5 point Likert Scale;;;;1;1;action game;action non-violent game;1;simulates functioning kitchen - you have to wash products properly or you will contaminate the kitchen;Procedural rhetorics;0;USA;;
12;1;2;DOI 10.1108/00070701311331481;Quick et al.;"Ninja Kitchen to the rescue
Evaluation of a food safety education game
for middle school youth";2013;40;15;1;1;1;possibly developers of the game;attitudes towards food safety;Ninja Kitchen;food safety;3;1;;1;1;1;-1;1268;634;634;903;365;4.39;4.49;;;0.03;0.04;1;;middle school;"total of 1,268 participants who completed at least one of the test administrations. Many
participants completed all three test administrations (33 percent) or at least two
administrations (42.3 percent). Study participants were a convenience sample of middle school (grades 6-8) children
from two states who were enrolled in Family and Consumer Science classes during the
2011/2012 school year.";0;nothing;only tests;game vs no game;2;;;;;;;;;;0.142;;30;Medium;not mentioned, the game itself can be easily for more than 30 minutes;7;short;"The
experimental group participants completed the pretest, and approximately one week
later played the Ninja Kitchen game. About one week after this, they took the posttest,
and about another week after the posttest took the follow-up test.";Health;1;Likert;5 point Likert Scale;;;;1;1;action game;action non-violent game;1;simulates functioning kitchen - you have to wash products properly or you will contaminate the kitchen;Procedural rhetorics;0;USA;;
12;1;3;DOI 10.1108/00070701311331481;Quick et al.;"Ninja Kitchen to the rescue
Evaluation of a food safety education game
for middle school youth";2013;40;15;1;1;1;possibly developers of the game;attitudes towards food safety;Ninja Kitchen;food safety;3;1;;1;1;1;-1;1268;634;634;903;365;4.26;4.43;;;0.03;0.05;1;;secondary school;"total of 1,268 participants who completed at least one of the test administrations. Many
participants completed all three test administrations (33 percent) or at least two
administrations (42.3 percent). Study participants were a convenience sample of middle school (grades 6-8) children
from two states who were enrolled in Family and Consumer Science classes during the
2011/2012 school year.";0;nothing;only tests;game vs no game;2;;;;;;;;;;0.515;;30;Medium;not mentioned, the game itself can be easily for more than 30 minutes;7;short;"The
experimental group participants completed the pretest, and approximately one week
later played the Ninja Kitchen game. About one week after this, they took the posttest,
and about another week after the posttest took the follow-up test.";Health;1;Likert;5 point Likert Scale;;;;1;1;action game;action non-violent game;1;simulates functioning kitchen - you have to wash products properly or you will contaminate the kitchen;Procedural rhetorics;0;USA;;
12;1;4;DOI 10.1108/00070701311331481;Quick et al.;"Ninja Kitchen to the rescue
Evaluation of a food safety education game
for middle school youth";2013;40;15;1;1;1;possibly developers of the game;attitudes towards food safety;Ninja Kitchen;food safety;3;1;;1;1;1;-1;1268;634;634;903;365;4.15;4.18;;;0.04;0.06;1;;secondary school;"total of 1,268 participants who completed at least one of the test administrations. Many
participants completed all three test administrations (33 percent) or at least two
administrations (42.3 percent). Study participants were a convenience sample of middle school (grades 6-8) children
from two states who were enrolled in Family and Consumer Science classes during the
2011/2012 school year.";0;nothing;only tests;game vs no game;1;;;;;;;;;;0.177;;30;Medium;not mentioned, the game itself can be easily for more than 30 minutes;7;short;"The
experimental group participants completed the pretest, and approximately one week
later played the Ninja Kitchen game. About one week after this, they took the posttest,
and about another week after the posttest took the follow-up test.0";Health;1;Likert;5 point Likert Scale;;;;1;1;action game;action non-violent game;1;simulates functioning kitchen - you have to wash products properly or you will contaminate the kitchen;Procedural rhetorics;0;USA;;
12;1;5;DOI 10.1108/00070701311331481;Quick et al.;"Ninja Kitchen to the rescue
Evaluation of a food safety education game
for middle school youth";2013;40;15;1;1;1;possibly developers of the game;attitudes towards food safety;Ninja Kitchen;food safety;3;1;;1;1;1;-1;1268;634;634;903;365;4.33;4.68;;;0.03;0.12;1;;secondary school;"total of 1,268 participants who completed at least one of the test administrations. Many
participants completed all three test administrations (33 percent) or at least two
administrations (42.3 percent). Study participants were a convenience sample of middle school (grades 6-8) children
from two states who were enrolled in Family and Consumer Science classes during the
2011/2012 school year.";0;nothing;only tests;game vs no game;5;;;;;;;;;;0.042;;30;Medium;not mentioned, the game itself can be easily for more than 30 minutes;14;medium;"The
experimental group participants completed the pretest, and approximately one week
later played the Ninja Kitchen game. About one week after this, they took the posttest,
and about another week after the posttest took the follow-up test.0";Health;1;Likert;5 point Likert Scale;;;;1;1;action game;action non-violent game;1;simulates functioning kitchen - you have to wash products properly or you will contaminate the kitchen;Procedural rhetorics;0;USA;;
12;1;6;DOI 10.1108/00070701311331481;Quick et al.;"Ninja Kitchen to the rescue
Evaluation of a food safety education game
for middle school youth";2013;40;15;1;1;1;possibly developers of the game;attitudes towards food safety;Ninja Kitchen;food safety;3;1;;1;1;1;-1;1268;634;634;903;365;4.37;4.73;;;0.03;0.13;1;;secondary school;"total of 1,268 participants who completed at least one of the test administrations. Many
participants completed all three test administrations (33 percent) or at least two
administrations (42.3 percent). Study participants were a convenience sample of middle school (grades 6-8) children
from two states who were enrolled in Family and Consumer Science classes during the
2011/2012 school year.";0;nothing;only tests;game vs no game;2;;;;;;;;;;0.111;;30;Medium;not mentioned, the game itself can be easily for more than 30 minutes;14;medium;"The
experimental group participants completed the pretest, and approximately one week
later played the Ninja Kitchen game. About one week after this, they took the posttest,
and about another week after the posttest took the follow-up test.0";Health;1;Likert;5 point Likert Scale;;;;1;1;action game;action non-violent game;1;simulates functioning kitchen - you have to wash products properly or you will contaminate the kitchen;Procedural rhetorics;0;USA;;
12;1;7;DOI 10.1108/00070701311331481;Quick et al.;"Ninja Kitchen to the rescue
Evaluation of a food safety education game
for middle school youth";2013;40;15;1;1;1;possibly developers of the game;attitudes towards food safety;Ninja Kitchen;food safety;3;1;;1;1;1;-1;1268;634;634;903;365;4.31;4.61;;;0.03;0.13;1;;secondary school;"total of 1,268 participants who completed at least one of the test administrations. Many
participants completed all three test administrations (33 percent) or at least two
administrations (42.3 percent). Study participants were a convenience sample of middle school (grades 6-8) children
from two states who were enrolled in Family and Consumer Science classes during the
2011/2012 school year.";0;nothing;only tests;game vs no game;2;;;;;;;;;;0.256;;30;Medium;not mentioned, the game itself can be easily for more than 30 minutes;14;medium;"The
experimental group participants completed the pretest, and approximately one week
later played the Ninja Kitchen game. About one week after this, they took the posttest,
and about another week after the posttest took the follow-up test.0";Health;1;Likert;5 point Likert Scale;;;;1;1;action game;action non-violent game;1;simulates functioning kitchen - you have to wash products properly or you will contaminate the kitchen;Procedural rhetorics;0;USA;;
12;1;8;DOI 10.1108/00070701311331481;Quick et al.;"Ninja Kitchen to the rescue
Evaluation of a food safety education game
for middle school youth";2013;40;15;1;1;1;possibly developers of the game;attitudes towards food safety;Ninja Kitchen;food safety;3;1;;1;1;1;-1;1268;634;634;903;365;4.18;4.48;;;0.04;0.15;1;;secondary school;"total of 1,268 participants who completed at least one of the test administrations. Many
participants completed all three test administrations (33 percent) or at least two
administrations (42.3 percent). Study participants were a convenience sample of middle school (grades 6-8) children
from two states who were enrolled in Family and Consumer Science classes during the
2011/2012 school year.";0;nothing;only tests;game vs no game;1;;;;;;;;;;0.177;;30;Medium;not mentioned, the game itself can be easily for more than 30 minutes;14;medium;"The
experimental group participants completed the pretest, and approximately one week
later played the Ninja Kitchen game. About one week after this, they took the posttest,
and about another week after the posttest took the follow-up test.0";Health;1;Likert;5 point Likert Scale;;;;1;1;action game;action non-violent game;1;simulates functioning kitchen - you have to wash products properly or you will contaminate the kitchen;Procedural rhetorics;0;USA;;
13;1;1;"https://doi.org/
10.4102/ajod.v8i0.328";Olivier, Sterkenburg & Rensburg;"The effect of a serious game on empathy
and prejudice of psychology students towards
persons with disabilities";2019;17;1;1;1;1;;three control groups, one author is a developer of the game;The World of Empa;prejudice towards disabilities;2;1;;1;1;1;-1;52;18;65;26;26;-0.81;-0.46;;;;;1;;university students;"psychology students - The study was conducted at the North-West University’s
Faculty of Health Sciences, and specifically the subject
groups psychology of the Potchefstroom and Vaal Triangle
campuses, South Africa, in collaboration with the Vrije
Universiteit Amsterdam, the Netherlands. with the majority of
participants ranging from the ages of 18–21 years (49%) and
22–25 years (39%)";1;Activity related;reading about topic;game vs reading assignment;;;;;;;;;;;;;19;short;not mentioned, game is defitinely for less than 20 minutes;0;immediate;All three groups were exposed to the pre-test and immediate post-test, as well as a follow-up post-test about a month later.;Social justice;0;;;IAT;IAT;cerficiate of participation;;1;adventure;adventure, dialogue based;2;6 prescripted scenarios, only two related to disabilities, I do not see much of a persuasuion.  you are forced to answer the right questions, than there is a summary about choosing another group of empathy related questions;Reward systém;0;South Africa and Netherlands;;
13;1;2;"https://doi.org/
10.4102/ajod.v8i0.328";Olivier, Sterkenburg & Rensburg;"The effect of a serious game on empathy
and prejudice of psychology students towards
persons with disabilities";2019;17;1;1;1;1;;three control groups, one author is a developer of the game;The World of Empa;prejudice towards disabilities;2;1;;1;1;1;-1;57;18;65;26;31;-0.81;-0.65;;;;;1;;university students;"psychology students - The study was conducted at the North-West University’s
Faculty of Health Sciences, and specifically the subject
groups psychology of the Potchefstroom and Vaal Triangle
campuses, South Africa, in collaboration with the Vrije
Universiteit Amsterdam, the Netherlands. with the majority of
participants ranging from the ages of 18–21 years (49%) and
22–25 years (39%)";0;nothing;nothing;game vs no intervention;;;;;;;;;;;;;19;short;not mentioned, game is defitinely for less than 20 minutes;30;long;All three groups were exposed to the pre-test and immediate post-test, as well as a follow-up post-test about a month later.;Social justice;0;;;IAT;IAT;cerficiate of participation;;1;adventure;adventure, dialogue based;2;6 prescripted scenarios, only two related to disabilities, I do not see much of a persuasuion.  you are forced to answer the right questions, than there is a summary about choosing another group of empathy related questions;Reward systém;0;South Africa and Netherlands;;
13;1;3;"https://doi.org/
10.4102/ajod.v8i0.328";Olivier, Sterkenburg & Rensburg;"The effect of a serious game on empathy
and prejudice of psychology students towards
persons with disabilities";2019;17;1;1;1;1;;three control groups, one author is a developer of the game;The World of Empa;prejudice towards disabilities;2;1;;1;1;1;-1;52;18;65;26;26;-0.76;-0.75;;;;;1;;university students;"psychology students - The study was conducted at the North-West University’s
Faculty of Health Sciences, and specifically the subject
groups psychology of the Potchefstroom and Vaal Triangle
campuses, South Africa, in collaboration with the Vrije
Universiteit Amsterdam, the Netherlands. with the majority of
participants ranging from the ages of 18–21 years (49%) and
22–25 years (39%)";1;Activity related;reading about topic;game vs reading assignment;;;;;;;;;;;;;19;short;not mentioned, game is defitinely for less than 20 minutes;0;immediate;All three groups were exposed to the pre-test and immediate post-test, as well as a follow-up post-test about a month later.;Social justice;0;;;IAT;IAT;cerficiate of participation;;1;adventure;adventure, dialogue based;2;6 prescripted scenarios, only two related to disabilities, I do not see much of a persuasuion.  you are forced to answer the right questions, than there is a summary about choosing another group of empathy related questions;Reward systém;0;South Africa and Netherlands;;
13;1;4;"https://doi.org/
10.4102/ajod.v8i0.328";Olivier, Sterkenburg & Rensburg;"The effect of a serious game on empathy
and prejudice of psychology students towards
persons with disabilities";2019;17;1;1;1;1;;three control groups, one author is a developer of the game;The World of Empa;prejudice towards disabilities;2;1;;1;1;1;-1;57;18;65;26;31;-0.76;-0.75;;;;;1;;university students;"psychology students - The study was conducted at the North-West University’s
Faculty of Health Sciences, and specifically the subject
groups psychology of the Potchefstroom and Vaal Triangle
campuses, South Africa, in collaboration with the Vrije
Universiteit Amsterdam, the Netherlands. with the majority of
participants ranging from the ages of 18–21 years (49%) and
22–25 years (39%)";0;nothing;nothing;game vs no intervention;;;;;;;;;;;;;19;short;not mentioned, game is defitinely for less than 20 minutes;30;long;All three groups were exposed to the pre-test and immediate post-test, as well as a follow-up post-test about a month later.;Social justice;0;;;IAT;IAT;cerficiate of participation;;1;adventure;adventure, dialogue based;2;6 prescripted scenarios, only two related to disabilities, I do not see much of a persuasuion.  you are forced to answer the right questions, than there is a summary about choosing another group of empathy related questions;Reward systém;0;South Africa and Netherlands;;
14;1;1;DOI: 10.1089/g4h.2017.0172;Potter et al.;"Developing and Piloting Videogames to Increase
College and University Students’ Awareness and Efficacy
of the Bystander Role in Incidents of Sexual Violence";2019;27;5;1;1;1;developer of the game;four groups, two games. We are interested in comic vs trivia with unrelated questions;Ship Happens;Prevention of sexual assault and relationship violence.;3;1;;1;1;1;1;151;151;153;81;70;4.3;4.1;;;0.1;0.1;1;;university students;"inety-one percent were 18
years of age and 9% were ages 19–21 years. Fifty percent of
participants identified as female, 49% identified as male,
and 1% identified as a nonbinary gender   Three hundred five first-year students at a midsized public
university in the Northeastern United States participated in
the pilot study.";1;game diff mechanic;trivia game with unrelated questions;game abnout the topic vs different game not about the topic;16;;;;;;;;;;;;47.5;Medium;45-50 min;0;immediate;"Each participant completed a pretest, posttest,
and 4-week follow-up test in the online survey tool,
Qualtrics.";Violence prevention;1;Likert;Bystander Attitude Composite Scale - 5-point Likert;;;gift card;1, 3;1;adventure;role-playing,. Simulation;1;we cannot play the game, sounds that it may be ok, but it is hard to define the main mechanic from the decription -  maybe reward systém, maybe no;Reward systém;0;USA;;
14;1;2;DOI: 10.1089/g4h.2017.0172;Potter et al.;"Developing and Piloting Videogames to Increase
College and University Students’ Awareness and Efficacy
of the Bystander Role in Incidents of Sexual Violence";2019;27;5;1;1;1;developer of the game;four groups, two games. We are interested in comic vs trivia with unrelated questions;Ship Happens;Prevention of sexual assault and relationship violence.;;1;;1;1;1;1;151;151;153;81;70;4.3;3.9;;;0.1;0.1;1;;university students;"inety-one percent were 18
years of age and 9% were ages 19–21 years. Fifty percent of
participants identified as female, 49% identified as male,
and 1% identified as a nonbinary gender   Three hundred five first-year students at a midsized public
university in the Northeastern United States participated in
the pilot study.";1;game diff mechanic;trivia game with unrelated questions;game abnout the topic vs different game not about the topic;16;;;;;;;;;;;;47.5;Medium;45-50 min;28;long;"Each participant completed a pretest, posttest,
and 4-week follow-up test in the online survey tool,
Qualtrics.";Violence prevention;1;Likert;Bystander Attitude Composite Scale - 5-point Likert;;;gift card;1, 3;1;adventure;RPG/simulation/adventure;1;we cannot play the game, sounds that it may be ok, but it is hard to define the main mechanic from the decription -  maybe reward systém, maybe no;Reward systém;0;USA;;
15;1;1;http://dx.doi.org/10.1145/3357236.3395522;Chen et al.;"Hacked Time: Design and Evaluation of a Self-Efficacy
Based Cybersecurity Game";2020;31;0;1;1;0;;3 groups, one experimental, one control active one control passive. Here - game vs reading;Hacked Time;time travelling detective helping one student with cybersecurity;2;1;;1;1;1;1;123;69;54;62;61;5.12;4.92;;;0.1;0.1;0;;Others;"We recruited 300 participants from the US on the Amazon
Mechanical Turk (AMT) platform for baseline assessment.
Participants were paid an hourly rate of 10 dollars.";1;Activity related;"1) game, in which they were instructed to play
Hacked Time; 2) information, in which they were instructed
to read the equivalent to the text information on cybersecurity
protection methods we presented in the game, delivered in
a browser with proper formatting, headings, and paragraphs
to facilitate reading of the information; and 3) control, in
which participants were instructed to read a paragraph on an
unrelated topic presented similarly as in condition 2.";game vs active control;10;;;;;;;;;;;;;;;0;immediate;;Security and protection;1;Likert;Security attitudes scale - 7 point Likert;;;10 USD per hour;3;1;adventure;adventure;1;"During the main phase of the game, the player collects ""time
energy"" by helping the student solve their security problems
(Figure 4). Once the player has enough time energy, the game
enters its ending phase when the detective travels back in time
to before the security breach occurred. The player can choose
what preventative security measures the student can take, help
the student implement those measures, and then return to the
game’s present to see the effect of their actions on the student’s
situation. In the end, the players are presented with the time
energy they earned for their actions. I cannot play the game though - probably reward system, not sure";Reward systém;0;USA;;
15;1;2;http://dx.doi.org/10.1145/3357236.3395522;Chen et al.;"Hacked Time: Design and Evaluation of a Self-Efficacy
Based Cybersecurity Game";2020;31;0;1;1;0;;3 groups, one experimental, one control active one control passive. Here game vs unrelated activity;Hacked Time;time travelling detective helping one student with cybersecurity;2;1;;1;1;1;1;117;67;49;62;55;5.12;4.76;;;0.1;0.1;0;;Others;"We recruited 300 participants from the US on the Amazon
Mechanical Turk (AMT) platform for baseline assessment.
Participants were paid an hourly rate of 10 dollars.";1;Activity unrelated;"1) game, in which they were instructed to play
Hacked Time; 2) information, in which they were instructed
to read the equivalent to the text information on cybersecurity
protection methods we presented in the game, delivered in
a browser with proper formatting, headings, and paragraphs
to facilitate reading of the information; and 3) control, in
which participants were instructed to read a paragraph on an
unrelated topic presented similarly as in condition 2.";game vs passive control;10;;;;;;;;;;;;;;;0;immediate;;Security and protection;1;Likert;Security attitudes scale - 7 point Likert;;;10 USD per hour;3;1;adventure;adventure;1;"During the main phase of the game, the player collects ""time
energy"" by helping the student solve their security problems
(Figure 4). Once the player has enough time energy, the game
enters its ending phase when the detective travels back in time
to before the security breach occurred. The player can choose
what preventative security measures the student can take, help
the student implement those measures, and then return to the
game’s present to see the effect of their actions on the student’s
situation. In the end, the players are presented with the time
energy they earned for their actions. I cannot play the game though - probably reward system, not sure";Reward systém;0;USA;;
16;1;1;10.1109/HEALTH.2009.5406187;Hung et al.;"Effectiveness of Game-based Learning of a National
Health e-Learning Network for Nutrition Education in
Elementary School";2009;21;13;1;1;0;yes, we know nothing about games and their characteristics and wheter they used something else apart from games during the intervention ;"they do not have a control group? But only a group using the PPT.   quasi-experimental nonequivalent-control
group design";Health e-learning Network - Little Nutritionist, Presents falling down from the Sky, Save the Kingdom of Nutrition;healthy nutrition;;1;;1;1;0;1;66;36;30;33;33;88.82;88.52;7.28;9.01;;;1;;elementary school;"The studied groups for this research were 2 classes of third
graders in a Taiwanese elementary school. The experimental
group and control group both had 18 males and 15 females as
members.";1;Activity related;"Control Group received the
Multimedia Slide shows Learning Method.";game vs presentation;20;;;;;;;;;;;;160;Long;"Group received the
Multimedia Slide shows Learning Method. The experimental
lessons were divided into 4 units , with 40 minutes in a unit ,
160 minutes in total ; there was I class every week and the
lessons proceeded for 4 weeks. When the lessons were finished,
participants took the posttest.";0;immediate;;Health;1;Likert; assessment of nutrition attitude - 5 point Likert scale;;;;1;;;;;;;0;Taiwan;;
17;1;1;https://doi.org/10.1016/j.ijmedinf.2018.02.013;Parisod et al.;"Feasibility of mobile health game “Fume” in supporting tobacco-related
health literacy among early adolescents: A three-armed cluster randomized
design";2018;55;10;1;1;1;yes - missing means and SD;"three groups: the health game group (Group
A), the website group (Group B), and the no-intervention control group
(Group C). In this area intervention vs no intervention        here intervention vs control tobacco";Fume;tobacoo related health game;2;1;;1;1;1;-1;104;45;59;60;43;1.17;1.12;0.457;0.324;;;1;;elementary school;"To be eligible for participation, early adolescents had to: (1) be from
10 to 13 years old, (2) understand and be able to communicate in
Finnish, Swedish, or English, and (3) have daily access to either a
smartphone or a tablet computer during their free time. They were
recruited from eight public schools (medium size and large), and 25
classes (grades 4–6) participated in this study. We started the recruitment
with two schools in each of the municipalities. Due to a low recruitment
level of early adolescents at the time of the data collection,
recruitment for the health game and the website groups was extended,
and two additional schools were included in the study at a later phase.";0;nothing;no intervention;game vs no intervention;2;;;;;;;;;;;;21;confidential interval between 16-26;"The health game intervention consisted of a 20-min guided training
session on Fume at school and two weeks of free usage. During the
training sessions, the participants played through the game at least
once.";14;medium;after the two week follow-up;Health;1;Likert;attitudes towards tobacco use -4point Liket;;;;1;;action game;action non-violent game;2;there is reward systém for good answer, but it is confusing to me. We are showing and offering you cigarretes during the game etc. I feel like it may be tempting for players to smoke after;Reward systém;0;Finnish;;
17;1;2;https://doi.org/10.1016/j.ijmedinf.2018.02.013;Parisod et al.;"Feasibility of mobile health game “Fume” in supporting tobacco-related
health literacy among early adolescents: A three-armed cluster randomized
design";2018;55;10;1;1;1;yes - missing means and SD;"three groups: the health game group (Group
A), the website group (Group B), and the no-intervention control group
(Group C). In this area intervention vs no interventio  here intervention vs control snus";Fume;tobacoo related health game;2;1;;1;1;1;1;104;45;59;55;36;1.09;1.17;0.29;0.447;;;1;;elementary school;"To be eligible for participation, early adolescents had to: (1) be from
10 to 13 years old, (2) understand and be able to communicate in
Finnish, Swedish, or English, and (3) have daily access to either a
smartphone or a tablet computer during their free time. They were
recruited from eight public schools (medium size and large), and 25
classes (grades 4–6) participated in this study. We started the recruitment
with two schools in each of the municipalities. Due to a low recruitment
level of early adolescents at the time of the data collection,
recruitment for the health game and the website groups was extended,
and two additional schools were included in the study at a later phase.";0;nothing;no intervention;game vs no intervention;2;;;;;;;;;;;;21;confidential interval between 16-26;"The health game intervention consisted of a 20-min guided training
session on Fume at school and two weeks of free usage. During the
training sessions, the participants played through the game at least
once.";14;medium;after the two week follow-up;Health;1;Likert;attitudes towards tobacco use -4point Liket;;;;1;;action game;action non-violent game;2;there is reward systém for good answer, but it is confusing to me. We are showing and offering you cigarretes during the game etc. I feel like it may be tempting for players to smoke after;Reward systém;0;Finnish;;
17;1;3;https://doi.org/10.1016/j.ijmedinf.2018.02.013;Parisod et al.;"Feasibility of mobile health game “Fume” in supporting tobacco-related
health literacy among early adolescents: A three-armed cluster randomized
design";2018;55;10;1;1;1;yes - missing means and SD;"three groups: the health game group (Group
A), the website group (Group B), and the no-intervention control group
(Group C). In this area intervention vs related presentation   here intervention vs website tobacco";Fume;tobacoo related health game;2;1;;1;1;1;-1;108;56;52;60;47;1.17;1.11;0.457;0.375;;;1;;elementary school;"To be eligible for participation, early adolescents had to: (1) be from
10 to 13 years old, (2) understand and be able to communicate in
Finnish, Swedish, or English, and (3) have daily access to either a
smartphone or a tablet computer during their free time. They were
recruited from eight public schools (medium size and large), and 25
classes (grades 4–6) participated in this study. We started the recruitment
with two schools in each of the municipalities. Due to a low recruitment
level of early adolescents at the time of the data collection,
recruitment for the health game and the website groups was extended,
and two additional schools were included in the study at a later phase.";1;activity related;presentation on the similar topic;game vs presentation on the same topic;2;;;;;;;;;;;;21;confidential interval between 16-26;"The health game intervention consisted of a 20-min guided training
session on Fume at school and two weeks of free usage. During the
training sessions, the participants played through the game at least
once.";14;medium;after the two week follow-up;Health;1;Likert;attitudes towards tobacco use -4point Liket;;;;1;;action game;action non-violent game;2;there is reward systém for good answer, but it is confusing to me. We are showing and offering you cigarretes during the game etc. I feel like it may be tempting for players to smoke after;Reward systém;0;Finnish;;
17;1;4;https://doi.org/10.1016/j.ijmedinf.2018.02.013;Parisod et al.;"Feasibility of mobile health game “Fume” in supporting tobacco-related
health literacy among early adolescents: A three-armed cluster randomized
design";2018;55;10;1;1;1;yes - missing means and SD;"three groups: the health game group (Group
A), the website group (Group B), and the no-intervention control group
(Group C). In this area intervention vs related presentation    here intervention vs website  snus";Fume;tobacoo related health game;2;1;;1;1;1;-1;108;56;52;55;46;1.09;1.07;0.29;0.327;;;1;;elementary school;"To be eligible for participation, early adolescents had to: (1) be from
10 to 13 years old, (2) understand and be able to communicate in
Finnish, Swedish, or English, and (3) have daily access to either a
smartphone or a tablet computer during their free time. They were
recruited from eight public schools (medium size and large), and 25
classes (grades 4–6) participated in this study. We started the recruitment
with two schools in each of the municipalities. Due to a low recruitment
level of early adolescents at the time of the data collection,
recruitment for the health game and the website groups was extended,
and two additional schools were included in the study at a later phase.";1;activity related;presentation on the similar topic;game vs presentation on the same topic;2;;;;;;;;;;;;21;confidential interval between 16-26;"The health game intervention consisted of a 20-min guided training
session on Fume at school and two weeks of free usage. During the
training sessions, the participants played through the game at least
once.";14;medium;after the two week follow-up;Health;1;Likert;attitudes towards tobacco use -4point Liket;;;;1;;action game;action non-violent game;2;there is reward systém for good answer, but it is confusing to me. We are showing and offering you cigarretes during the game etc. I feel like it may be tempting for players to smoke after;Reward systém;0;Finnish;;
